"";"nomor_urut";"jenis_kelamin";"umur";"fakultas";"prodi";"tingkat_semester";"uang_saku";"kepemilikan_mobil";"kepemilikan_motor";"kepemilikan_sepeda";"kendaraan_utama";"jenis_tempat_tinggal";"jarak";"jumlah_perjalanan_selasa";"jumlah_perjalanan_rabu";"jumlah_perjalanan_kamis";"jumlah_perjalanan_jumat";"jumlah_perjalanan_sabtu";"jumlah_perjalanan_ahad"
"765";365;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;4;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,87710758298325;4;2;3;2;1;1
"766";366;"Laki-Laki";18;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"< 1 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,88718340651578;2;1;1;4;2;1
"767";367;"Perempuan";21;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,812566496396387;1;2;1;4;3;3
"768";368;"Perempuan";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;3;2;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,14841462353716;1;3;4;2;3;2
"769";369;"Laki-Laki";20;"Fakultas Ilmu Komputer";"Informatika";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,54460841010672;2;1;3;1;2;1
"770";370;"Perempuan";21;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,69649973165553;1;2;1;2;2;2
"771";371;"Laki-Laki";18;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";1;4;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,66838015069658;1;2;4;2;2;1
"772";372;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,66232465916736;2;2;3;2;3;3
"773";373;"Perempuan";22;"Fakultas Ilmu Komputer";"Sistem Informasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,76453602674358;4;1;2;2;1;1
"774";374;"Laki-Laki";19;"Fakultas Ilmu Komputer";"Sistem Informasi";"2 (Semester 3 – Semester 4)";"< 1 jt";2;3;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,58095544225082;2;2;1;2;1;2
"775";375;"Laki-Laki";21;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,03971326698302;5;3;3;2;1;2
"776";376;"Perempuan";22;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,08362031896602;2;4;1;3;2;1
"777";377;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,13798828060679;2;2;2;4;2;1
"778";378;"Laki-Laki";20;"Fakultas Ilmu Komputer";"Sistem Informasi";"3 (Semester 5 - Semester 6)";"< 1 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,93460472979923;3;2;1;1;2;4
"779";379;"Laki-Laki";19;"Fakultas Ilmu Komputer";"Informatika";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,52515632374986;1;2;2;3;2;2
